	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP213_193_RCT_M040_V1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.001	0.0015	0.002	0.0085	0.08549999999999999	0.184	0.2845	0.4225	0.607	0.762	0.931	1.1535	1.417	1.6835	1.8780000000000001	2.0995	2.4135	2.7350000000000003	3.0305	3.2565	3.4835000000000003	3.811	4.193	4.5385	4.798500000000001	5.0645	5.4030000000000005	5.8015	6.234500000000001	6.594	6.8575	7.1845	7.6335	8.0795	8.46	8.7895	9.137	9.567499999999999	10.0525	10.484	10.8665	11.247499999999999	11.681	12.2045	12.677	13.0775	13.461	13.9265	14.475999999999999	14.955	15.3965	15.8235	16.253500000000003	16.8155	17.3835	17.810000000000002	17.9635	18.295
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP213_193_RCT_M040_V1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.001	0.001	0.001	0.006	0.0775	0.1775	0.28200000000000003	0.41700000000000004	0.6005	0.758	0.9279999999999999	1.1485	1.4085	1.6735	1.8599999999999999	2.0775	2.3905	2.7154999999999996	3.0065	3.2325	3.4539999999999997	3.7745	4.164	4.516	4.7705	5.034000000000001	5.369	5.763999999999999	6.2010000000000005	6.558	6.8165	7.140000000000001	7.5885	8.035499999999999	8.42	8.7365	9.08	9.5145	9.975000000000001	10.379	10.7185	11.079	11.514	12.038499999999999	12.541	12.9435	13.2965	13.748000000000001	14.3	14.7995	15.2445	15.652000000000001	16.113	16.6695	17.244	17.7285	18.1515	18.6055
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP220_200_RCT_M048_T1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001015826578086589	0.0071107860466061235	0.027427317608337907	0.1300258019950834	0.28239978870807175	0.3971881920318563	0.5505780053229312	0.7446008817374699	0.9111964405436703	1.1336624611446333	1.3642550943702891	1.6425915767660144	1.910769793380874	2.107840149529672	2.3343694764429817	2.6513073688059974	3.0088783242924766	3.360354320310437	3.614310964832084	3.855061863838605	4.176063062513967	4.504175047235936	4.829239552223644	5.147193271164746	5.419434794091953	5.773958269844172	6.218890311046098	6.659759045935678	6.9959976432823385	7.2814449117246705	7.71317120741147	8.162166554925744	8.657889925031999	9.08656874098454	9.457345441986146	9.879929298470167	10.328924645984436	10.892708396822496	11.356941143008065	11.748034375571402	12.162491619430732	12.63891428455334	13.1874606367201	13.715690457325126	14.161638325105137	14.601491233416631	15.126673574287398	15.708742203531013	16.23900367729221	16.679872412181794	17.112614534446678	17.60122711850633	18.19853314642124	18.726762967026268	19.15544178297881	19.31289490258223	19.644054367038457
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP220_200_RCT_M048_T1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001015826578086589	0.005079132890432945	0.02133235813981837	0.12189918937039068	0.2681782166148595	0.38398244651673064	0.5353406066516324	0.724284350175738	0.8888482558257654	1.105219316958209	1.339875256496211	1.6151642591576767	1.883342475772536	2.0875236179679404	2.3120212917250766	2.619816744885313	2.979419353527966	3.3248003900774057	3.5828203409113994	3.8174762804494016	4.144572438593283	4.474716076471425	4.801812234615307	5.122813433290669	5.379817557546575	5.726214420674102	6.168098982141769	6.618110156234128	6.959427886471222	7.241827675179294	7.663395705085228	8.118486012068018	8.6274151276894	9.058125596798114	9.41366489912842	9.838280408768615	10.266959224721155	10.79620487190427	11.238089433371936	11.615976920420145	12.024339204810953	12.511935962292519	13.089941285223787	13.620202758984986	14.046849921781353	14.449117246703644	14.949919749700332	15.522845939741167	16.088661343735396	16.541719997562016	16.95516141484326	17.44682147863717	18.054285772332946	18.588610552406493	19.05385912517015	19.465268889295217	19.94270738099592
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP221_201_RCT_M049_T1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006203987095706841	0.018611961287120525	0.09926379353130946	0.195080927565004	0.2881407340006066	0.41290980781426645	0.5769707999007362	0.7107011884081949	0.8761408442937105	1.062260457164916	1.2656133675241956	1.4917142305677338	1.6564645545537267	1.8163895552430585	2.034907767391844	2.293407229712962	2.5284694074502996	2.7159676841205505	2.9013979650922326	3.1488681170209833	3.439766178619682	3.7285962445198115	3.973998400749993	4.173215319712135	4.41930680784184	4.75225411531144	5.074861444288196	5.345768880800728	5.58910304133234	5.9013703918162514	6.262580307166294	6.64515951140155	6.941572228196432	7.202139686216119	7.49579507541291	7.872859624451981	8.32092535914192	8.689717925386715	9.015771913861087	9.32666060054595	9.702346485785977	10.099401659911214	10.488184851242178	10.836986792400804	11.185099401659912	11.556649295502798	11.997132379297984	12.435547467394603	12.822262663026994	13.162103289491824	13.519866545344252	13.978961590426557	14.399454049135578	14.777207930074173	14.915074309978769	15.188049742189868
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP221_201_RCT_M049_T1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006893318995229823	0.006203987095706841	0.08823448313894174	0.19094493616786612	0.2833154107039457	0.40670582071855954	0.5659414895083685	0.6948465547191662	0.858218214906113	1.046405823475887	1.2525160614332589	1.47930625637632	1.638541925166129	1.796398930156892	2.0169851380042463	2.2741059365263188	2.5098574461631786	2.694598395235338	2.882096671905589	3.1309454876333858	3.4170182259354234	3.7092949513331677	3.953318443764304	4.1573606860231065	4.40552016985138	4.737778145421458	5.059006810599167	5.328535583312654	5.565665756748559	5.8779331072324705	6.249483001075358	6.640334188104889	6.941572228196432	7.194557035321367	7.48200843742245	7.84252902087297	8.256817492486283	8.61664874403728	8.935120081616898	9.237047453607964	9.59963603275705	10.002205862078473	10.39443571290705	10.760470951553753	11.10169024181763	11.444977527780075	11.876499296881462	12.323875699671877	12.727134860892821	13.06628615545813	13.435078721702926	13.872115146000496	14.276752971020487	14.6910414426338	15.10946590564425	15.514793062563763
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP230_210_RCT_M060_T1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.002	0.011	0.10899999999999999	0.249	0.37749999999999995	0.528	0.7304999999999999	0.881	1.073	1.3264999999999998	1.6055	1.892	2.0915	2.3175	2.5934999999999997	2.9275	3.294	3.5765000000000002	3.808	4.131	4.519	4.8925	5.192	5.448	5.798	6.2355	6.653499999999999	7.005	7.2825	7.621	8.041	8.4705	8.846499999999999	9.1555	9.5135	9.9285	10.474	10.9445	11.323	11.6675	12.084	12.572	12.993	13.373000000000001	13.7685	14.208	14.715499999999999	15.1955	15.6065	15.99	16.371499999999997	16.906	17.391	17.802	17.941000000000003	18.253
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP230_210_RCT_M060_T1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.10649999999999998	0.245	0.3765	0.5249999999999999	0.7290000000000001	0.878	1.0705	1.3245	1.6015	1.8915	2.0904999999999996	2.32	2.5985	2.9370000000000003	3.302	3.584	3.8145	4.1434999999999995	4.5335	4.9055	5.195	5.4505	5.8075	6.249499999999999	6.6785	7.0265	7.2989999999999995	7.635999999999999	8.06	8.4955	8.8735	9.1755	9.5305	9.9315	10.431000000000001	10.8895	11.2715	11.609	12.0025	12.509	12.961	13.3385	13.717500000000001	14.16	14.6785	15.152999999999999	15.567	15.9545	16.36	16.887999999999998	17.384	17.8365	18.1845	18.6085
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP239_218_RCT_M073_T1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010057326762546515	0.0010057326762546515	0.0025143316906366285	0.0030171980287639543	0.004022930705018606	0.006034396057527909	0.009051594086291864	0.009051594086291864	0.015588856481947098	0.029166247611384893	0.11616212410741225	0.24489590666800765	0.35804083274665593	0.4550940360052298	0.600422407724027	0.7372020516946596	0.8729759629890375	1.0726138992255858	1.3079553454691744	1.5583827818565825	1.7424318616111836	1.9425726641858594	2.191491501558886	2.4751081162626973	2.7451473398370716	2.95785980086493	3.183143920345972	3.466760535049784	3.789600724127527	4.115960977572161	4.39253746354219	4.635924771195816	4.955244895906668	5.29719400583325	5.645177511817359	5.945388715679373	6.208387810519964	6.496027355928794	6.848033792617922	7.210097556069597	7.53293774514734	7.826611686613698	8.156492004425225	8.521572965905662	8.959569546414563	9.364879814945187	9.694760132756713	10.012068792115056	10.356029367394147	10.792014482550538	11.198833350095544	11.542793925374635	11.877702906567436	12.294579100874987	12.721512621945088	13.124811425123202	13.509504173790607	13.86603640752288	14.225082972945792	14.643467766267726	15.100573267625466	15.5244895906668	15.665292165342452	15.970029166247611
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP239_218_RCT_M073_T1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010057326762546515	0.0010057326762546515	0.0025143316906366285	0.0030171980287639543	0.004022930705018606	0.005531529719400583	0.006034396057527909	0.00704012873378256	0.00955446042441919	0.017097455496329076	0.10057326762546515	0.22176405511415065	0.33340038217841694	0.4379965805089007	0.5793020215226793	0.6984813436588555	0.8312380569244695	1.0333903248516543	1.2707432364477522	1.5302222669214522	1.7167856783666902	1.9149150155888566	2.1557879915518456	2.440410338931912	2.709443829830031	2.9246706225485264	3.13838881625264	3.417479633913306	3.7468570853867043	4.078748868550739	4.355325354520769	4.586141003721211	4.894900935331389	5.24439304032988	5.59790807603339	5.8986221462335315	6.164638439102887	6.454289449864226	6.801267223172081	7.173388313386302	7.499748566830936	7.787890978577894	8.106205370612491	8.46726340138791	8.887156793724229	9.274363874082269	9.596198330483757	9.911998390827717	10.277582218646284	10.720607462536458	11.113346072613899	11.467363974655537	11.789701297395153	12.191491501558886	12.637533943477823	13.05742733581414	13.448154480539074	13.793623654832546	14.168259076737403	14.598209795836267	15.061349693251532	15.512923664889872	15.875993161017801	16.287337825605952
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP243_222_RCT_M077_T1_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010793308148947653	0.0032379924446842958	0.0037776578521316784	0.011332973556395034	0.08958445763626552	0.19967620075553158	0.27738801942795466	0.3917970858067998	0.5240151106314086	0.631948192120885	0.7690232056125202	0.9417161359956827	1.1349163518618457	1.3421478683216406	1.4970318402590395	1.6632487857528333	1.885590933621155	2.1279007015650295	2.3491635186184565	2.5466810577441983	2.7398812736103615	2.988127361036158	3.2833243389098756	3.5736643281165676	3.820831084727469	4.042093901780897	4.343227199136535	4.632487857528332	4.930383162439288	5.190501888828926	5.422018348623853	5.6994063680518074	6.048569886670265	6.413923367512142	6.724230976794388	6.987048030221263	7.2860226659471135	7.651915812196438	8.07231516459795	8.445223961144091	8.780356179168916	9.131138694009714	9.537506745817593	9.934700485698865	10.293577981651376	10.627091203453858	10.970318402590394	11.374527792768482	11.790609821910415	12.214786832164059	12.565569347004857	12.920669185105234	13.317862924986509	13.78737182946573	14.277388019427955	14.646519158121965	14.767943874797625	15.044252563410685
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP243_222_RCT_M077_T1_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016189962223421479	0.0032379924446842958	0.008094981111710739	0.08310847274689692	0.19104155423637345	0.266594711279007	0.37992444684295734	0.5121424716675661	0.6227738801942795	0.75876956287102	0.9293038316243929	1.1230437128980033	1.3254182406907717	1.4754452239611442	1.6411225040474906	1.8629249865083648	2.109012412304371	2.3318942255801405	2.530491095520777	2.7226119805720455	2.971937398812736	3.2676740420939017	3.55261737722612	3.798704803022126	4.021046950890447	4.316783594171614	4.609282245008095	4.906098219104155	5.165677280086346	5.400431732325957	5.67835941716136	6.029141932002158	6.3917970858068	6.703723691311387	6.961683756071236	7.253103076092822	7.601187263896384	7.992444684295736	8.352941176470589	8.678899082568808	9.004856988667026	9.402590393955748	9.810577441985968	10.201295196977874	10.523475445223962	10.836481381543443	11.240151106314086	11.674581759309227	12.119805720453318	12.49055585536967	12.844036697247706	13.250404749055585	13.722072315164597	14.211548839719374	14.629789530491095	14.994603345925526	15.364813815434431
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP247_226_RCT_M006_V2_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.009000000000000001	0.104	0.2425	0.363	0.5269999999999999	0.7145	0.859	1.0325	1.275	1.553	1.8595000000000002	2.072	2.292	2.579	2.928	3.2435	3.482	3.7270000000000003	4.0485	4.430999999999999	4.7795000000000005	5.064	5.305	5.6345	5.995	6.3875	6.728	7.018	7.344	7.7669999999999995	8.2165	8.617	8.9275	9.259	9.663	10.129000000000001	10.5735	10.911	11.281500000000001	11.701	12.1665	12.5915	12.964500000000001	13.3505	13.773	14.251999999999999	14.708	15.100999999999999	15.4755	15.858	16.326500000000003	16.851	17.253500000000003	17.392	17.6955
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP247_226_RCT_M006_V2_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.009000000000000001	0.107	0.2475	0.36650000000000005	0.53	0.716	0.86	1.034	1.276	1.554	1.8605	2.073	2.2815000000000003	2.5665	2.9154999999999998	3.2285	3.4654999999999996	3.714	4.034	4.4155	4.764	5.051	5.2895	5.621	5.9875	6.3785	6.7255	7.0184999999999995	7.345000000000001	7.7645	8.2135	8.614	8.918	9.238	9.629000000000001	10.057500000000001	10.477	10.8185	11.163499999999999	11.5845	12.060500000000001	12.4755	12.847999999999999	13.224499999999999	13.627500000000001	14.107	14.576	14.992999999999999	15.341999999999999	15.742	16.213	16.704500000000003	17.1355	17.5355	17.956000000000003
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP250_229_RCT_M013_T2_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.002	0.0045000000000000005	0.011	0.027999999999999997	0.073	0.2185	0.40900000000000003	0.6080000000000001	0.878	1.1995	1.478	1.804	2.1769999999999996	2.6325000000000003	3.0955000000000004	3.4505	3.8465	4.3375	4.833	5.3155	5.7255	6.1265	6.654	7.261	7.826499999999999	8.282	8.716000000000001	9.2425	9.846	10.4485	10.9705	11.435500000000001	11.94	12.549	13.190000000000001	13.792	14.269	14.798	15.416	16.077	16.634999999999998	17.139499999999998	17.646	18.2195	18.833	19.503	20.069000000000003	20.558	21.119999999999997	21.7885	22.389	22.909	23.3525	23.8935	24.5235	25.1685	25.689	25.867	26.233
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP250_229_RCT_M013_T2_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.001	0.003	0.007	0.008	0.0235	0.152	0.351	0.5475	0.8035	1.1265	1.3900000000000001	1.6840000000000002	2.0345	2.5105000000000004	3.01	3.359	3.7145	4.186	4.7075	5.2225	5.615	5.9735	6.486	7.096	7.709	8.1845	8.583	9.0795	9.685500000000001	10.3385	10.859	11.284	11.782	12.407	13.0595	13.655999999999999	14.126999999999999	14.6335	15.245000000000001	15.9315	16.500999999999998	16.9715	17.445500000000003	18.0615	18.7545	19.405	19.926000000000002	20.384	20.939999999999998	21.622	22.252499999999998	22.776	23.195	23.764000000000003	24.4005	25.035	25.597	26.0735	26.6025
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP276_254_RCT_M062_T2_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.0015	0.002	0.002	0.002	0.003	0.0045000000000000005	0.0085	0.027999999999999997	0.145	0.3195	0.487	0.6855	0.925	1.1404999999999998	1.407	1.7705	2.204	2.6719999999999997	3.0105	3.3815	3.8754999999999997	4.435499999999999	4.9765	5.4094999999999995	5.8095	6.3075	6.93	7.5745000000000005	8.099	8.574	9.138	9.845500000000001	10.5395	11.0835	11.55	12.052	12.739	13.462	14.072500000000002	14.555	15.1225	15.7925	16.563499999999998	17.231	17.759	18.313	18.998	19.7095	20.3645	20.9515	21.528	22.119999999999997	22.7825	23.466	24.0735	24.618000000000002	25.1635	25.855	26.553	27.091	27.276	27.6785
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP276_254_RCT_M062_T2_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005	0.002	0.002	0.002	0.002	0.0025	0.0035	0.0115	0.1235	0.2905	0.44699999999999995	0.6519999999999999	0.8875	1.0895	1.3515	1.713	2.139	2.6109999999999998	2.934	3.2939999999999996	3.7809999999999997	4.3495	4.888	5.3055	5.696	6.202500000000001	6.8365	7.4765	7.99	8.458	9.008	9.7055	10.4115	10.968	11.434000000000001	11.9235	12.6115	13.340499999999999	13.962	14.426	14.975	15.6245	16.3365	16.984	17.529	18.0835	18.7225	19.4625	20.116500000000002	20.698	21.25	21.8285	22.518	23.2195	23.826	24.357999999999997	24.933	25.6135	26.313	26.9195	27.4305	27.9945
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP277_255_RCT_M064_T2_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027311211252219036	0.039601256315717606	0.09217533797623925	0.13996995766762255	0.22258637170558515	0.3168100505257408	0.3946470025945651	0.48750512085210984	0.6069916700805681	0.7346715826846921	0.8978560699167009	0.9907141881742455	1.0979106923392052	1.2590468387272975	1.4529564386180527	1.6352587737266147	1.7827393144885977	1.9322681960944967	2.1125221903591425	2.3323774409395055	2.5331148436433155	2.690837088624881	2.8506076744503615	3.0267649870271747	3.269834767171924	3.553871364195002	3.7675815922436158	3.961491192134371	4.17588420046429	4.459920797487369	4.724156766352587	4.967909326778643	5.178888433702035	5.402157585688926	5.686876962993308	6.022804861395603	6.337566571077428	6.57858801037826	6.808684965178205	7.122081114297419	7.431380581728799	7.770722381537621	8.0424689334972	8.291000955892393	8.618735490919022	8.9526150484774	9.26669397787792	9.576676225590605	9.864809504301515	10.151577222449816	10.527106377167827	10.931312303700668	11.247439573945105	11.365560562610952	11.612727024443535
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP277_255_RCT_M064_T2_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027311211252219036	0.03823569575310665	0.08876143656971186	0.1338249351358733	0.21575856889253037	0.3092994674313806	0.38372251809367747	0.4724839546633893	0.5919705038918477	0.7182848559333607	0.8828349037279803	0.9702307797350813	1.07606172333743	1.235149528881606	1.4311074696162775	1.6161409258500614	1.7608903454868223	1.9049569848422778	2.0852109791069235	2.309845691656425	2.509217533797624	2.6648914379352724	2.8178342209476988	2.9878465109927625	3.2281851700122903	3.510856206472757	3.724566434521371	3.918476034412126	4.134234603304657	4.413491738358596	4.6756793663798994	4.913286904274205	5.118120988665847	5.335245118120989	5.617233374300151	5.927215622012836	6.211252219035915	6.4427147343984705	6.68578451454322	6.984159497473714	7.305066229687286	7.640994128089581	7.897036733579134	8.147617096818244	8.477399972688788	8.812645090809777	9.156083572306432	9.464700259456507	9.739860712822614	10.044380718284856	10.406937047658065	10.79680458828349	11.135463607811007	11.420865765396695	11.761573125768127
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP285_263_RCT_M080_T2_1_R1_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.0025	0.0085	0.07250000000000001	0.16	0.27249999999999996	0.39949999999999997	0.5505	0.6930000000000001	0.839	1.0265	1.2429999999999999	1.4954999999999998	1.6745	1.859	2.1125	2.398	2.6790000000000003	2.8895	3.118	3.3925	3.7119999999999997	4.043	4.32	4.5615000000000006	4.859	5.2075	5.615500000000001	5.945	6.193	6.505000000000001	6.897	7.3309999999999995	7.6965	8.014	8.340499999999999	8.775500000000001	9.275	9.694500000000001	10.038	10.3895	10.8415	11.307500000000001	11.732500000000002	12.105	12.4575	12.877500000000001	13.356	13.818	14.254999999999999	14.621500000000001	14.997499999999999	15.472999999999999	15.9725	16.3495	16.4985	16.813000000000002
	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	132	134
BP285_263_RCT_M080_T2_1_R2_subset - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.001	0.002	0.0045000000000000005	0.063	0.151	0.2615	0.38149999999999995	0.5275	0.6625	0.8055	0.9954999999999999	1.2135	1.464	1.6480000000000001	1.833	2.09	2.3775	2.654	2.8609999999999998	3.0815	3.357	3.679	4.0095	4.2775	4.5145	4.808	5.1545000000000005	5.57	5.9005	6.143000000000001	6.4515	6.839	7.2805	7.644500000000001	7.952	8.2635	8.6725	9.1395	9.5715	9.9175	10.234	10.660499999999999	11.132000000000001	11.5765	11.942	12.297	12.716000000000001	13.202	13.6705	14.106	14.4705	14.8605	15.327	15.825	16.2475	16.634999999999998	17.069000000000003
