feature	1_RP_001	1_RP_002	1_RP_003	1_RP_004	1_RP_011	1_RP_012	1_RP_013	1_RP_014
876.652997@954.59[]	NA	14038.9902	20090.0195	14577.2100	NA	NA	NA	16285.7100
226.081022@650.86[]	NA	19686.7500	NA	18499.9297	24947.3691	18061.9102	NA	NA
1101.779625@744.18[2]	NA	66005.1875	17592.2402	NA	30708.4707	NA	NA	11168.0400
97.990516@329.86[]	NA	19905.2109	NA	NA	22401.8105	21253.2402	NA	21414.9199
822.584838@934.19[]	NA	102858.8984	82376.1797	NA	107702.8984	NA	NA	94859.6797
1065.687043@839.26[1]	NA	19366.9492	NA	NA	199180.5000	212529.9062	NA	134341.7969
793.556114@914.66[]	NA	60819.4688	NA	44837.9492	53644.5586	83360.8594	NA	NA
595.920662@892.13[]	NA	15687.3604	11389.4902	NA	16138.7998	12081.9697	NA	NA
413.137758@230.03[]	NA	NA	27481.7695	NA	52307.8984	NA	120932.1016	73078.5000
234.076626@607.16[]	NA	NA	11961.3203	NA	12726.6904	NA	10025.7100	24353.9102
616.359151@866.20[]	NA	NA	20767.4805	NA	NA	20744.6309	22641.1309	24573.5801
844.526130@824.68[]	NA	NA	32133.8906	NA	NA	21511.7305	52561.0703	50528.3398
471.219343@772.69[]	NA	NA	73891.5000	NA	84753.6875	75610.8516	48425.6289	NA
726.023133@882.75[]	NA	NA	42885.5000	13148.3203	32020.7891	12586.0303	NA	NA
394.899673@56.83[]	NA	NA	19484.1895	NA	16074.0801	20033.1895	16473.5801	NA
1069.697334@677.41[]	NA	NA	12295.9199	NA	NA	11619.8496	11954.7100	23006.1797
265.142533@800.49[]	NA	NA	57547.0586	NA	NA	40414.4492	47083.8516	35327.2891
1022.629661@843.11[]	NA	NA	16495.2402	9275.6572	10991.4902	11766.5996	NA	NA
113.095703@775.85[]	NA	NA	15781.3604	19269.5801	NA	NA	13026.5303	17901.8301
562.346646@851.47[]	NA	NA	11428.0400	NA	12940.8701	14911.5098	13792.2100	NA
329.202052@779.43[]	NA	NA	50471.3086	NA	22699.2891	21131.9395	NA	11701.3896
766.535546@925.48[]	NA	NA	38623.0117	25314.4805	NA	88828.0625	81193.2891	NA
242.284382@751.15[]	NA	NA	17832.5000	9775.6768	16043.7197	NA	NA	7216.7393
171.099732@289.96[]	NA	NA	12966.6299	13799.2998	NA	NA	16675.4102	19048.9395
1022.134372@846.64[]	NA	NA	15394.6699	NA	11414.1201	NA	13607.3301	12242.4404
142.939332@164.93[]	NA	NA	133979.4062	NA	NA	52935.9883	118007.6016	57001.1406
207.097715@445.07[]	NA	NA	12005.7500	10603.3896	NA	NA	11448.4600	12249.4697
526.428716@891.95[]	NA	NA	95776.6875	35097.1992	13906.8896	NA	NA	114547.6016
170.095820@521.76[]	NA	NA	21968.1504	36900.2188	NA	40020.8906	NA	43141.4609
145.105351@76.90[]	NA	NA	215743.7031	NA	290586.9062	274512.5938	275910.0000	NA
763.037605@961.46[2]	NA	NA	25486.9004	27952.0000	68540.7422	28810.2793	NA	NA
658.406026@902.48[]	NA	NA	21431.7109	14117.2695	NA	NA	11683.3301	17648.9199
812.611584@826.00[]	NA	NA	87424.0078	NA	NA	381109.0000	574473.6250	752322.5000
185.116703@740.44[]	NA	NA	17438.1094	18915.8203	NA	NA	17193.2500	16842.9609
335.152230@885.10[]	NA	NA	16734.8906	NA	NA	19628.8008	18319.5605	24748.1602
409.178638@818.48[]	NA	NA	11996.1396	NA	12750.3096	NA	14823.9199	10457.5898
106.050056@56.56[]	NA	NA	34897.9297	29767.2598	NA	27150.5000	NA	21316.0098
330.594212@198.16[]	NA	NA	18267.4004	17472.9102	NA	NA	16882.7891	20784.5508
294.636965@785.92[]	NA	NA	21636.1602	61640.8984	NA	NA	24329.7695	26604.2695
858.596764@904.59[]	NA	NA	216823.5000	NA	NA	258709.2969	76823.0078	168664.7031
670.374669@823.11[]	NA	NA	9006.3730	NA	NA	11374.9502	9581.5234	11392.9004
169.058028@73.60[]	NA	NA	95775.1406	92209.4531	NA	NA	66920.5469	59248.1484
267.647687@840.44[]	NA	NA	8428.1992	NA	NA	12476.3496	8413.1318	13808.5303
710.416497@829.18[]	NA	NA	19117.5898	10341.2998	NA	NA	10404.4297	10109.8701
240.078214@182.98[1]	NA	NA	332128.4062	123600.3984	NA	NA	704008.0000	326384.1875
716.528643@970.79[2]	NA	NA	98673.8125	64262.0508	115526.7969	61148.7383	NA	NA
272.045437@259.43[]	NA	NA	15430.3096	NA	39303.5000	NA	14989.6699	26771.3105
633.420209@888.32[]	NA	NA	14504.5000	NA	NA	13087.6602	12325.6797	12838.2197
805.087839@955.35[]	NA	NA	127453.7031	98370.3672	133510.2031	64968.2695	NA	NA
138.054597@78.17[]	NA	NA	142749.9062	NA	416449.5000	NA	436556.3125	566265.1875
335.256764@815.55[]	NA	NA	12621.8301	NA	11294.0098	19504.4004	11441.9902	NA
176.997144@73.93[]	NA	NA	19661.5703	NA	22989.0508	25776.9297	NA	18503.8203
334.099616@792.47[]	NA	NA	12254.3398	NA	11315.8701	NA	11147.5996	12806.8701
167.090296@78.10[]	NA	NA	26884.8809	9875.1709	44822.1289	NA	29132.5391	NA
273.168634@587.26[]	NA	NA	11352.4004	NA	17020.1309	13817.9004	NA	13970.7402
848.643022@931.31[]	NA	NA	32638.1406	37512.7812	NA	63396.0703	NA	20215.9102
204.123273@184.99[]	NA	NA	282124.3125	NA	NA	344446.9062	131763.5000	180600.2031
1094.796118@739.59[]	NA	NA	18839.0293	13898.6201	31292.4902	NA	NA	25938.7891
127.012543@275.59[]	NA	NA	223101.5000	NA	214071.5938	250285.9062	NA	228609.9062
229.044773@565.43[]	NA	NA	30402.4102	28793.6406	NA	30539.8008	NA	42829.3789
820.526144@933.00[1]	NA	NA	309786.3125	179178.7031	NA	248331.0000	235647.7031	NA
383.367379@939.50[]	NA	NA	66451.0391	NA	NA	30285.8906	38003.0391	35545.1094
746.559677@918.86[2]	NA	NA	NA	103119.6016	105852.3984	46864.1484	88309.7891	NA
345.152160@749.21[]	NA	NA	NA	22359.6406	NA	16226.7197	14956.0498	16127.1201
241.103443@50.92[]	NA	NA	NA	29516.2598	NA	32865.6406	41005.2188	38377.0117
157.076779@185.69[]	NA	NA	NA	205921.5000	294238.4062	NA	241834.2969	314573.1875
354.318909@857.49[1]	NA	NA	NA	350550.5000	483524.3125	587932.3125	577184.3750	NA
796.527364@904.25[1]	NA	NA	NA	28281.1191	NA	80780.7500	132097.5000	205454.9062
174.055184@333.93[]	NA	NA	NA	18815.7598	NA	10326.2197	13478.2402	19259.5703
1113.514692@842.46[]	NA	NA	NA	19871.5898	141420.4062	314671.0000	72708.6328	NA
274.004365@179.91[]	NA	NA	NA	27018.1504	26084.4004	NA	21578.4004	22191.2402
691.414571@835.56[]	NA	NA	NA	14873.6104	NA	9055.3320	11916.4902	13336.0000
494.293076@803.52[]	NA	NA	NA	73986.4219	59115.8516	NA	66340.7266	48741.8203
842.600967@926.13[]	NA	NA	NA	34699.7500	NA	38735.4883	42744.8789	17825.5898
703.574961@842.50[1]	NA	NA	NA	2711221.0000	NA	38297.0312	45669.9609	78924.8438
265.112492@83.66[]	NA	NA	NA	45453.2188	36857.4414	19548.3809	23894.1094	NA
118.086602@86.34[]	NA	NA	NA	7778871.0000	10520940.0000	NA	9009558.0000	7824382.0000
140.070023@802.29[]	NA	NA	NA	25025.1895	NA	41057.3086	44004.5312	46018.3984
667.916718@831.35[]	NA	NA	NA	10100.9102	NA	20932.4004	11542.1797	13739.3701
154.050094@80.94[]	NA	NA	NA	38800.5312	37818.1602	53524.5781	NA	133693.4062
780.552956@932.07[1]	NA	NA	NA	5369120.0000	NA	1884262.0000	3244270.0000	6566283.0000
238.102272@818.63[]	NA	NA	NA	11520.8604	20836.6406	NA	20388.8008	18850.5195
1021.726112@872.16[]	NA	NA	NA	23914.2207	17074.9004	18015.1309	NA	17691.5605
196.094889@296.42[]	NA	NA	NA	13478.5303	9917.7969	17482.8691	NA	9109.4854
165.054968@213.97[]	NA	NA	NA	32225.1895	NA	18318.4395	22332.0000	21407.5098
814.570901@911.52[]	NA	NA	NA	47663.8789	NA	20951.6895	23276.7402	19933.1602
822.547801@926.71[]	NA	NA	NA	96998.2734	NA	44637.7188	73484.0625	126344.7969
1140.609075@833.51[]	NA	NA	NA	23564.4395	18858.0391	21523.6895	NA	20426.4902
583.301189@832.05[]	NA	NA	NA	NA	17550.9492	13311.4805	15002.7100	14090.6504
860.497525@825.03[]	NA	NA	NA	NA	115174.5000	78943.7891	73027.4766	80761.9062
411.121889@99.34[]	NA	NA	NA	NA	46229.8086	24343.8594	151180.0000	67444.4609
111.117000@835.68[]	NA	NA	NA	NA	12616.5400	10494.5400	18555.9492	23541.0195
253.101454@348.09[]	NA	NA	NA	NA	112481.8984	105799.6016	353264.1875	186768.0000
315.232048@844.60[]	NA	NA	NA	NA	142537.2031	103490.5000	98063.1016	159110.4062
392.902318@56.47[]	NA	NA	NA	NA	15530.9697	12983.1299	15203.5195	10776.6201
336.940820@56.47[]	NA	NA	NA	NA	16357.1904	19204.7598	21895.3594	16365.4199
331.228233@794.97[]	NA	NA	NA	NA	15916.8896	16829.3906	18966.4297	22360.9707
207.607264@818.67[]	NA	NA	NA	NA	21639.8906	93416.9219	20900.5801	24408.1504
705.588468@826.52[]	NA	NA	NA	NA	60307.7305	50780.8594	67081.8281	112396.8984
929.573798@842.78[]	NA	NA	NA	NA	11773.7305	12524.8096	12195.3496	12230.8496
856.581162@843.03[1]	NA	NA	NA	NA	35259.8398	56447.9414	78216.6016	90435.7969
193.041698@236.35[]	NA	NA	NA	NA	19357.5508	12269.6396	27729.3398	21217.9902
168.081139@536.80[]	NA	NA	NA	NA	12042.9502	13003.2002	11452.6201	13696.5098
655.415508@850.88[2]	NA	NA	NA	NA	26347.0898	22267.1191	28264.7207	33900.2305
259.088482@377.32[]	NA	NA	NA	NA	14872.0898	16666.5195	27522.1504	17174.8809
262.139124@806.12[]	NA	NA	NA	NA	23089.5391	36706.6719	29383.5996	31497.0195
337.167549@860.04[]	NA	NA	NA	NA	41724.6094	51876.8086	63579.3203	66885.1016
776.651045@825.85[]	NA	NA	NA	NA	176485.2969	78881.1719	45860.0391	51478.2109
192.065875@100.00[]	NA	NA	NA	NA	48222.2812	42877.4102	47617.4883	89222.9062
136.075567@99.91[]	NA	NA	NA	NA	32694.2695	26273.4805	26952.7402	32653.1797
872.708893@843.12[1]	NA	NA	NA	NA	72705.0312	65047.0391	53121.2812	37977.1797
820.609396@826.60[]	NA	NA	NA	NA	50592.4609	38872.3398	42301.8281	49217.1914
265.064558@698.84[]	NA	NA	NA	NA	21321.0391	17755.5508	58157.1797	36827.9688
776.651358@842.95[]	NA	NA	NA	NA	67466.2422	32307.2500	19470.6309	31073.6992
113.034020@80.18[]	NA	NA	NA	NA	36919.6211	23233.9395	29029.9395	20633.8906
927.081283@837.33[2]	NA	NA	NA	NA	17954.9297	18128.8496	17788.1406	20009.6699
233.074745@792.98[]	NA	NA	NA	NA	60414.5586	25089.2598	75439.5625	44191.7891
423.251882@982.77[]	NA	NA	NA	NA	16892.9902	20833.0293	22437.7793	26171.4902
1150.747396@848.65[2]	NA	NA	NA	NA	27901.6309	24710.0195	25256.0195	30085.3301
217.114663@94.05[]	NA	NA	NA	NA	29243.0000	29706.8008	52821.2695	38518.3086
433.253599@822.55[]	NA	NA	NA	NA	16039.3896	16629.4492	20731.6895	18774.0703
202.143653@638.38[]	NA	NA	NA	NA	33514.8711	19198.5898	18399.0801	20691.5391
841.715132@842.78[1]	NA	NA	NA	NA	27852.6797	26594.0508	37180.6016	122589.3984
766.540186@1013.41[1]	NA	NA	NA	NA	145318.7969	187493.9062	135314.2031	130751.7031
818.602776@842.78[]	NA	NA	NA	NA	29238.4102	25445.1699	32903.5312	29881.0605
309.175211@56.39[]	NA	NA	NA	NA	9598.0801	6498.6045	7996.1777	5988.9761
259.054109@757.89[]	NA	NA	NA	NA	28833.8594	23146.6602	25074.2109	36687.6602
190.119280@53.09[]	NA	NA	NA	NA	15192.9902	17354.2305	25335.3398	23291.3105
872.709172@826.52[1]	NA	NA	NA	NA	148957.9062	131042.3984	104621.1016	79735.7891
1015.669095@846.17[]	NA	NA	NA	NA	278890.6875	354690.0000	284964.8125	276487.4062
337.167731@840.88[]	NA	NA	NA	NA	32452.7207	23501.9102	30067.5703	36206.5508
846.693211@842.95[1]	NA	NA	NA	NA	100368.8984	138856.9062	160674.2031	136666.9062
732.554736@825.85[1]	NA	NA	NA	NA	72655.5469	196914.0938	481221.1875	363850.6875
903.081371@849.64[]	NA	NA	NA	NA	36873.1797	23269.1797	29289.0996	31133.4805
399.158864@314.39[]	NA	NA	NA	NA	34214.1719	26894.0098	98802.5469	46739.2383
380.256412@838.57[]	NA	NA	NA	NA	29997.6895	31705.5098	30964.9707	31026.4492
731.603963@826.51[]	NA	NA	NA	NA	81336.8281	73893.6875	60652.6016	44676.4688
231.145786@56.80[]	NA	NA	NA	NA	58038.6016	9487.7979	50285.5117	35089.2109
192.067180@411.18[]	NA	NA	NA	NA	18547.1895	18232.1992	14249.3203	28576.9902
792.556129@1004.15[]	NA	NA	NA	NA	125629.3984	70555.5938	54289.5781	200630.7031
333.241260@793.81[]	NA	NA	NA	NA	21707.5996	17367.1602	13948.4102	35883.9297
309.022523@80.34[]	NA	NA	NA	NA	41762.3789	28084.7402	37343.1602	23544.5898
772.586405@827.01[]	NA	NA	NA	NA	655424.5000	436657.3125	171068.5938	113172.6016
243.043401@493.77[]	NA	NA	NA	NA	15980.6104	16403.0391	17681.6406	27811.5195
112.999836@65.23[]	NA	NA	NA	NA	22841.6309	35928.1094	24275.5508	20170.9707
407.749305@841.71[]	NA	NA	NA	NA	31367.6094	22063.1309	27335.2695	34550.6992
504.306618@872.76[]	NA	NA	NA	NA	14602.1602	18058.6602	15803.5801	18813.5703
1014.156558@847.08[]	NA	NA	NA	NA	21563.2598	23067.9492	24765.7109	24297.5000
649.437507@841.38[]	NA	NA	NA	NA	12364.5898	11760.3799	13526.3701	15702.4404
235.091447@228.83[]	NA	NA	NA	NA	88983.1797	56932.0508	91903.8672	92303.7891
257.115827@824.20[]	NA	NA	NA	NA	18213.9199	22045.8691	21837.6504	22429.2695
1154.629985@1018.78[]	NA	NA	NA	NA	37737.6914	42527.0312	25746.8203	30094.5293
139.002514@76.21[]	NA	NA	NA	NA	27829.5898	19612.6191	10896.0498	21608.5508
842.590096@830.07[]	NA	NA	NA	NA	17132.2305	15221.4502	27054.5508	29806.5293
525.289121@769.70[]	NA	NA	NA	NA	16925.8301	25885.2402	29312.2695	34681.7383
249.069645@672.66[]	NA	NA	NA	NA	20907.2109	29097.1504	32422.6406	28333.9199
333.167879@814.13[]	NA	NA	NA	NA	25446.2500	29627.6992	32564.8594	32383.2207
1186.747582@836.59[2]	NA	NA	NA	NA	13356.5596	14214.3398	12662.8701	13305.4404
146.980550@1009.61[]	NA	NA	NA	NA	113713.1016	108391.7031	45722.6914	59054.7812
164.929197@68.28[]	NA	NA	NA	NA	20791.3691	43234.7305	31451.0000	41034.8281
299.237299@830.15[]	NA	NA	NA	NA	17169.3301	13715.2803	11565.5098	9908.2734
800.618548@826.60[1]	NA	NA	NA	NA	333219.0938	165445.5000	133031.0000	156998.4062
780.552303@826.27[1]	NA	NA	NA	NA	4410926.0000	1449352.0000	1771551.0000	2260640.0000
828.687780@827.01[]	NA	NA	NA	NA	56546.1289	61088.7188	60005.0000	64248.4688
828.687339@842.95[]	NA	NA	NA	NA	30453.7305	28069.6094	31273.9902	39627.0391
407.749333@859.96[]	NA	NA	NA	NA	43044.7305	44595.2617	48195.3906	63081.6719
253.055977@99.09[]	NA	NA	NA	NA	40321.7109	38807.9805	39169.0898	79489.6484
870.693527@827.01[1]	NA	NA	NA	NA	101032.2031	97811.2734	90472.6406	81973.2578
94.065252@410.52[]	NA	NA	NA	NA	20329.6895	15572.2900	12384.7803	20350.9395
744.587617@826.35[1]	NA	NA	NA	NA	119075.7969	154953.2031	201439.5938	56030.5781
125.017292@81.41[]	NA	NA	NA	NA	14951.6201	11905.7500	17646.8906	18177.5801
112.086716@57.13[]	NA	NA	NA	NA	137790.5000	67081.4688	46048.1914	16689.7500
815.699138@842.87[1]	NA	NA	NA	NA	127547.2031	54847.4883	33394.1484	70656.4375
249.069650@780.84[]	NA	NA	NA	NA	55462.2695	44777.5508	145994.4062	88736.6797
402.246807@818.75[]	NA	NA	NA	NA	37427.8008	42485.6914	43150.1211	40708.0312
789.467692@819.00[]	NA	NA	NA	NA	32476.3203	129731.3984	27238.3906	24410.0000
730.533494@901.09[]	NA	NA	NA	NA	21146.4609	25839.1797	25224.8691	24324.7793
291.646886@829.98[]	NA	NA	NA	NA	20409.4805	15017.1904	19502.3105	17708.8594
771.207182@520.13[]	11922.6299	NA	NA	NA	NA	NA	18697.0898	15453.7100
293.982845@591.85[]	16142.6396	NA	NA	NA	16868.8594	15016.6904	NA	NA
489.791875@798.05[]	29511.6309	NA	NA	22938.9199	NA	NA	NA	21345.7207
248.128533@669.62[]	44452.3906	24780.2109	27196.3301	NA	NA	NA	NA	NA
860.613584@933.45[]	24096.5703	23172.9902	NA	NA	NA	NA	NA	50804.5703
365.147570@300.08[]	27298.0195	NA	NA	NA	NA	19078.5996	NA	22264.1094
254.097335@810.47[]	64915.2383	18162.2695	12324.8799	NA	NA	NA	NA	NA
522.809525@808.95[]	24403.2305	NA	NA	21975.8008	NA	NA	NA	13161.4697
349.237828@585.57[]	29808.9902	NA	10843.5498	NA	NA	NA	26888.5000	NA
859.539557@862.12[]	11601.6299	15383.3203	14219.6396	NA	NA	NA	NA	NA
815.567306@917.61[]	21086.7500	29843.8105	NA	23332.6797	NA	NA	NA	NA
609.340172@863.55[1]	14653.0703	38030.5195	65992.3281	NA	NA	NA	NA	NA
439.268802@808.80[]	26567.9492	37494.1602	NA	68664.8516	NA	NA	NA	NA
368.131474@101.88[]	27777.0508	NA	NA	11051.8799	15902.9805	NA	NA	NA
876.551362@992.84[1]	44608.3398	344939.5000	150799.0938	NA	NA	NA	NA	NA
372.138287@445.41[]	16170.0498	9779.5859	9135.8545	NA	NA	NA	NA	NA
636.461206@920.48[]	24066.0000	20492.6406	17037.2793	NA	NA	NA	NA	NA
101.007323@169.35[]	49163.8281	NA	NA	NA	NA	50842.8711	NA	32238.3301
248.046427@632.78[]	15764.6201	NA	NA	NA	NA	NA	21089.5508	17157.6504
798.081127@936.76[1]	180742.5000	NA	NA	NA	109655.5000	41691.6914	NA	NA
171.034241@541.99[]	36737.6797	37625.4492	42233.4609	NA	NA	NA	NA	NA
551.746344@1003.32[3]	17910.3906	30405.0195	NA	NA	20474.6504	NA	NA	NA
966.187620@952.64[]	61706.1602	66262.4688	42883.4414	NA	NA	NA	NA	NA
1049.601316@816.51[1]	15804.7998	36190.2812	NA	86549.0000	NA	NA	NA	NA
828.090962@900.55[]	18720.6094	22412.4805	18059.5098	NA	NA	NA	NA	NA
207.014516@55.57[]	13565.4502	16105.5996	12377.7197	NA	NA	NA	NA	NA
479.297085@812.42[]	70691.0391	NA	185805.5000	NA	NA	NA	50079.2695	NA
184.133522@684.88[]	21661.1992	NA	NA	NA	NA	13940.8604	NA	12441.6904
540.903421@899.52[]	12713.0596	14127.1299	NA	NA	14902.5596	NA	NA	NA
428.316036@708.83[]	13348.3398	NA	NA	NA	22087.2500	NA	NA	23836.8301
515.802985@800.03[]	35304.5195	NA	NA	44737.2305	NA	NA	NA	19583.8008
142.086851@251.07[]	23253.9805	20403.7598	NA	NA	14091.8496	NA	NA	NA
224.130278@787.77[]	16108.9697	NA	21891.5996	NA	NA	16416.9902	NA	NA
415.199691@746.20[]	43938.2305	NA	41066.8594	14121.6797	NA	NA	NA	NA
576.240690@825.00[]	15646.9600	13447.4805	11891.0898	NA	NA	NA	NA	NA
1045.139770@844.17[]	11122.4502	13453.6504	11733.4502	NA	NA	NA	NA	NA
259.123039@477.63[]	20413.8008	NA	10381.8203	NA	NA	NA	NA	17421.0703
1038.750690@859.91[1]	20491.0000	18920.9902	14861.1797	NA	NA	NA	NA	NA
1141.642241@829.61[]	23937.6992	26087.4395	NA	16901.1992	NA	NA	NA	NA
298.126290@812.66[]	11150.0498	9901.9111	NA	10400.5498	NA	NA	NA	NA
683.479918@667.97[]	14078.2002	63068.5195	11694.3604	NA	NA	NA	NA	NA
128.025684@548.02[]	12104.4102	12190.1201	NA	NA	NA	NA	NA	14786.2002
1005.690006@860.68[1]	58220.5000	66812.1562	30156.7500	NA	NA	NA	NA	NA
478.323895@801.98[]	27849.1699	29675.6406	54283.6406	NA	NA	NA	NA	NA
358.276371@784.64[]	16813.9902	NA	NA	NA	12905.1504	NA	NA	14178.6396
679.468756@827.41[]	24604.1797	NA	11484.3301	NA	58534.3086	NA	NA	NA
975.535716@668.30[]	16426.7598	67009.0391	11426.6797	NA	NA	NA	NA	NA
742.571620@933.69[]	97639.5625	100313.7031	59541.2383	NA	NA	NA	NA	NA
709.499980@1012.35[3]	22547.5801	32348.6504	NA	NA	41739.5703	NA	NA	NA
510.316488@805.83[]	172489.9062	89363.3906	NA	120167.6016	NA	NA	NA	NA
98.983622@833.59[]	9177.0625	NA	NA	NA	NA	24832.9395	29115.4707	NA
408.985095@79.69[]	24746.8809	16392.1602	13150.5303	NA	NA	NA	NA	NA
283.666289@797.95[]	18502.5605	22115.5508	NA	NA	NA	20100.4609	NA	NA
994.723689@861.23[]	17065.2695	16852.3008	13442.0400	NA	NA	NA	NA	NA
916.141075@1014.33[]	31064.9395	38153.8789	NA	NA	49020.0586	NA	NA	NA
505.177556@766.81[]	24071.9707	NA	NA	NA	NA	NA	22404.7305	32022.3008
506.508275@384.70[2]	26114.9492	40718.6289	NA	NA	NA	30562.5898	NA	NA
272.086428@391.88[]	11673.6299	9989.5977	NA	NA	NA	NA	9167.2881	NA
505.254767@566.43[]	12776.2305	9062.5127	NA	NA	13974.6602	NA	NA	NA
581.096815@997.37[3]	44834.6992	43774.7812	NA	NA	30282.6504	NA	NA	NA
249.992409@647.34[]	78834.2578	30016.3809	NA	12022.3799	NA	NA	NA	NA
257.247755@62.95[]	116100.1016	105408.8984	85882.2188	NA	NA	NA	NA	NA
435.232809@695.51[]	30199.6797	NA	NA	16813.9609	NA	NA	NA	17526.4902
785.051604@957.26[1]	50845.6406	59728.2109	31886.3496	NA	NA	NA	NA	NA
144.040668@455.58[]	22069.1309	NA	NA	NA	NA	11766.7803	NA	16466.1992
170.117952@401.04[]	30319.8594	NA	NA	12035.9502	NA	NA	13354.5703	NA
424.113509@545.13[]	18219.8008	NA	NA	NA	13126.9004	NA	24847.6797	NA
1030.737087@1015.99[2]	44361.2891	43878.4102	NA	NA	24577.8203	NA	NA	NA
531.388180@895.85[]	32165.8398	NA	61388.4688	NA	NA	NA	NA	89878.7266
529.821736@810.71[]	22235.7695	NA	NA	14618.4004	NA	NA	NA	12733.1504
762.601487@842.06[1]	2810913.0000	2159813.0000	NA	238514.9062	NA	NA	NA	NA
275.011420@328.93[]	24529.6992	NA	NA	NA	15431.6504	NA	NA	16518.6992
269.134407@789.98[]	55270.6406	NA	NA	NA	32312.1191	35458.1016	NA	NA
284.003305@73.08[]	51146.1914	45210.3984	45519.0117	NA	NA	NA	NA	NA
324.326232@974.41[]	31346.0098	NA	14751.8896	NA	NA	NA	29611.0195	NA
1100.530177@742.52[]	22202.1191	75393.7812	15477.0898	NA	NA	NA	NA	NA
512.467734@838.95[]	15130.4697	NA	NA	NA	12229.4902	NA	NA	14667.5596
267.268350@56.68[]	74510.6875	14848.4902	12462.7402	NA	NA	NA	NA	NA
794.599453@933.69[]	95032.2969	186929.0938	57757.4883	NA	NA	NA	NA	NA
558.353614@877.09[]	22493.1094	52615.5312	31691.5605	NA	NA	NA	NA	NA
557.078474@953.08[3]	27057.5293	28698.5703	14354.9697	NA	NA	NA	NA	NA
357.185765@541.22[]	18393.9902	9675.8574	NA	NA	NA	NA	13266.0596	NA
572.219179@782.14[]	49548.0391	NA	NA	NA	14510.2305	NA	20414.7305	NA
529.097930@639.85[]	22983.6094	14309.7900	NA	12923.9004	NA	NA	NA	NA
753.047036@987.98[]	92871.4219	76674.9375	48224.5586	NA	NA	NA	NA	NA
723.822179@345.03[]	20550.8594	NA	NA	NA	12492.3398	NA	11310.2500	NA
811.664857@841.96[]	79415.0391	28198.8398	15758.9004	NA	NA	NA	NA	NA
371.859585@540.94[]	21832.1094	NA	NA	NA	NA	NA	14938.3799	11666.6104
977.477432@742.68[]	14362.5898	NA	15224.2900	NA	NA	NA	NA	14734.6904
110.060914@156.09[]	57035.3281	37260.4414	NA	NA	NA	NA	NA	28318.6406
447.092304@556.22[]	28903.1992	NA	36837.2383	53227.1602	NA	NA	NA	NA
795.559314@847.02[]	15396.4004	NA	18298.0508	NA	25084.2109	NA	NA	NA
406.207635@358.60[]	26635.8691	17026.0703	NA	NA	NA	11969.7002	NA	NA
437.252705@443.08[3]	17835.3398	16523.5000	NA	NA	NA	29637.8203	NA	NA
757.020448@893.46[]	16644.9707	24567.5703	NA	NA	24711.3301	NA	NA	NA
216.159347@777.83[]	26579.6094	NA	NA	NA	NA	19331.1699	NA	10774.1602
614.940225@865.91[]	13357.3896	14368.5195	NA	NA	13040.6602	NA	NA	NA
202.053501@394.49[]	21494.3594	NA	17932.7598	NA	NA	NA	NA	9882.7139
236.519414@632.67[1]	15957.0098	NA	NA	NA	NA	NA	19218.6504	16662.0195
327.551211@357.44[]	15895.0703	NA	13696.4600	11077.0195	NA	NA	NA	NA
312.127852@778.18[]	16231.0195	NA	NA	NA	13604.2305	NA	10286.9404	NA
1095.734911@863.55[]	25649.6191	39373.1992	14563.2100	NA	NA	NA	NA	NA
443.282676@486.48[]	19535.3301	10660.5498	NA	NA	NA	NA	12848.9600	NA
536.613021@867.05[1]	36786.3711	88247.2188	NA	NA	NA	NA	NA	31565.0605
977.692474@862.01[]	21817.5098	26268.0098	15041.0498	NA	NA	NA	NA	NA
332.910718@73.93[]	12053.4297	NA	NA	NA	11670.6904	11220.5400	NA	NA
258.205980@786.43[]	25626.1699	NA	23287.5098	NA	NA	NA	19403.2598	NA
978.698143@862.12[]	92953.8281	132707.0000	89761.6719	NA	NA	NA	NA	NA
1082.775872@859.03[1]	27105.9805	24564.8906	16987.0508	NA	NA	NA	NA	NA
603.063615@275.19[]	19476.2305	NA	NA	NA	NA	12805.9404	9098.7197	NA
141.017073@129.25[]	24769.6602	24036.2109	NA	32053.8496	NA	NA	NA	NA
386.254000@804.74[]	41598.7695	46940.4609	64757.2500	NA	NA	NA	NA	NA
1043.018076@677.02[3]	10827.5195	NA	16653.7207	NA	22686.3008	NA	NA	NA
233.153828@763.20[]	22939.6504	20370.2109	NA	28044.7793	NA	NA	NA	NA
207.057496@651.07[]	17144.8594	NA	NA	NA	NA	NA	15989.9502	11785.9199
553.829111@813.17[]	26336.0996	NA	NA	NA	NA	NA	14803.7100	15474.7305
488.655445@84.91[]	92541.8906	44650.1992	NA	NA	44108.1211	NA	NA	NA
401.262713@544.14[2]	34204.8711	16896.7402	NA	24022.3809	NA	NA	NA	NA
862.562316@56.46[]	15358.8203	14636.9502	14279.3496	NA	NA	NA	NA	NA
433.331024@871.37[]	10958.1504	11523.8203	14309.6201	NA	NA	NA	NA	NA
731.539483@944.03[2]	148726.5938	NA	NA	NA	106043.1016	46649.0391	NA	NA
276.076379@95.49[]	18110.0195	NA	NA	NA	NA	NA	21711.2695	15340.7900
300.209523@807.75[]	23178.1406	76306.1016	NA	NA	NA	62982.4219	NA	NA
439.024206@632.79[]	22426.5293	NA	NA	NA	NA	NA	26415.5703	22459.4902
